word	happiness_rank	happiness_average	happiness_standard_deviation	twitter_rank	google_rank	nyt_rank	lyrics_rank
accompanying	2478.0	6.04	1.4422			4736.0	
acquired	2479.0	6.04	1.5113		2162.0	1661.0	
acting	2480.0	6.04	1.5113	2266.0	2122.0	2065.0	1785.0
alumni	2481.0	6.04	1.0294			4555.0	
america's	2482.0	6.04	1.4563				
approaches	2483.0	6.04	1.3087		2384.0		
bass	2484.0	6.04	1.6898	3579.0		3205.0	1737.0
beginning	2485.0	6.04	1.1599	1957.0	682.0	1091.0	1338.0
bringing	2486.0	6.04	1.1421	2225.0	2531.0	2772.0	1897.0
campus	2487.0	6.04	1.6157	2449.0		2501.0	
casino	2488.0	6.04	2.04	2277.0		3850.0	
choices	2489.0	6.04	1.4422	3873.0	4384.0	2953.0	3933.0
contributed	2490.0	6.04	1.2115		3271.0	3136.0	
exact	2491.0	6.04	1.2282	4074.0	2657.0		
expand	2492.0	6.04	1.1421			2965.0	
express	2493.0	6.04	0.9026	2515.0	1691.0	1467.0	3362.0
fave	2494.0	6.04	1.4702	2324.0			
feliz	2495.0	6.04	1.4841	3999.0			3276.0
folks	2496.0	6.04	1.3547	1094.0			1218.0
fund	2497.0	6.04	1.1241	3588.0	2449.0	482.0	
furniture	2498.0	6.04	1.1599	3959.0	4393.0	3052.0	
groove	2499.0	6.04	1.2115				1290.0
hair	2500.0	6.04	1.3991	430.0	1323.0	2851.0	528.0
hint	2501.0	6.04	1.5903	4749.0			
installed	2502.0	6.04	1.0294	4066.0		4792.0	
interactive	2503.0	6.04	1.3845	4469.0			
kitchen	2504.0	6.04	1.6898	1489.0	3299.0	1543.0	1959.0
melbourne	2505.0	6.04	1.428	4764.0			
mind	2506.0	6.04	1.2771	270.0	303.0	1114.0	126.0
numbers	2507.0	6.04	1.1421	2427.0	991.0	1507.0	2576.0
perspective	2508.0	6.04	1.0294	4670.0	1990.0	4357.0	
points	2509.0	6.04	1.4702	1508.0	675.0	442.0	3591.0
prevention	2510.0	6.04	1.2282		3870.0	4676.0	
professor	2511.0	6.04	1.4563	4563.0	1400.0	321.0	
prospective	2512.0	6.04	1.2115			4540.0	
prospects	2513.0	6.04	1.0683			4150.0	
purple	2514.0	6.04	1.5248	2196.0			2225.0
purpose	2515.0	6.04	1.1599	2904.0	543.0	2862.0	3188.0
replied	2516.0	6.04	0.9681	4493.0	1768.0	3389.0	
sauce	2517.0	6.04	1.3991	2516.0		3676.0	
signing	2518.0	6.04	1.4841	3091.0		4586.0	
sofa	2519.0	6.04	1.3547	4929.0			
supplies	2520.0	6.04	1.3991	4214.0	2700.0	3583.0	
tops	2521.0	6.04	1.0872	4753.0			4678.0
transport	2522.0	6.04	1.293		2074.0		
union	2523.0	6.04	1.3991	2744.0	585.0	378.0	4165.0
visible	2524.0	6.04	0.8797		2326.0	4964.0	
vocal	2525.0	6.04	1.5513			4647.0	4931.0
washington	2526.0	6.04	1.2115	1697.0	859.0	174.0	
words	2527.0	6.04	1.1945	687.0	302.0	1164.0	251.0
xp	2528.0	6.04	1.5113	3022.0			
carriage	2529.0	6.02	1.2289		4764.0		
beings	2530.0	6.02	1.2498		2516.0		
colored	2531.0	6.02	1.7379		3839.0		
considerations	2532.0	6.02	1.4067		2696.0		
nearest	2533.0	6.02	1.2498		4902.0		
porch	2534.0	6.02	1.6006				2794.0
relate	2535.0	6.02	1.5206		4051.0		3583.0
seventeenth	2536.0	6.02	1.1813		4697.0		
vibe	2537.0	6.02	1.4789				2457.0
1980's	2538.0	6.02	1.7437				
acres	2539.0	6.02	1.3169		3547.0	3682.0	
aircraft	2540.0	6.02	1.4068		3796.0	2657.0	
amen	2541.0	6.02	1.8789	2846.0			4085.0
basket	2542.0	6.02	1.0784	2907.0			
blog	2543.0	6.02	1.4068	231.0			
cards	2544.0	6.02	1.3013	1305.0	3875.0	2592.0	1997.0
celebrity	2545.0	6.02	1.7082	2092.0			
christians	2546.0	6.02	2.0151		2790.0		
concepts	2547.0	6.02	1.2856		2161.0		
content	2548.0	6.02	1.6224	1745.0	1021.0	4035.0	3987.0
creates	2549.0	6.02	1.4356		4590.0		
delivery	2550.0	6.02	1.4356	2847.0	3024.0	2580.0	
developing	2551.0	6.02	1.0971		1628.0	2522.0	
doll	2552.0	6.02	1.943	2430.0			2642.0
download	2553.0	6.02	1.3476	824.0			
eggs	2554.0	6.02	1.9948	2348.0	3621.0		4786.0
engineers	2555.0	6.02	1.1337		4116.0	4235.0	
essential	2556.0	6.02	0.8919	4742.0	1079.0	3616.0	
fixed	2557.0	6.02	1.0593	2050.0	1163.0		4088.0
float	2558.0	6.02	1.4068				2258.0
fridge	2559.0	6.02	1.1156	3621.0			
fund-raising	2560.0	6.02	1.7437				
inn	2561.0	6.02	1.237	4703.0			
jam	2562.0	6.02	2.0252	1856.0			1419.0
japanese	2563.0	6.02	1.5713	2172.0	1264.0	1005.0	
male	2564.0	6.02	1.3626	2564.0	1280.0	3016.0	3108.0
monetary	2565.0	6.02	1.3923		4322.0	4656.0	
native	2566.0	6.02	1.4068		1269.0	2406.0	
newspapers	2567.0	6.02	1.4637		3368.0	2798.0	
objectives	2568.0	6.02	1.237		2894.0		
pregnancy	2569.0	6.02	2.2451		3622.0		
presence	2570.0	6.02	1.0593	4875.0	763.0	1928.0	2627.0
production	2571.0	6.02	1.2036	3214.0	461.0	569.0	
programs	2572.0	6.02	1.6349	3849.0	1232.0	695.0	
pub	2573.0	6.02	1.6962	2841.0			
quick	2574.0	6.02	1.6349	576.0	2592.0	2563.0	857.0
rare	2575.0	6.02	1.7201	2899.0	2120.0	2495.0	3508.0
records	2576.0	6.02	1.2856	2559.0	1434.0	1061.0	1940.0
retire	2577.0	6.02	1.8012			4863.0	
simple	2578.0	6.02	1.4637	1062.0	623.0	1943.0	860.0
sophisticated	2579.0	6.02	1.7553			4179.0	
teams	2580.0	6.02	1.1692	2746.0		1368.0	
totally	2581.0	6.02	1.1156	565.0	3457.0	3942.0	3424.0
try	2582.0	6.02	0.9366	238.0	1017.0	769.0	151.0
unwind	2583.0	6.02	1.846				4458.0
voting	2584.0	6.02	1.3775	2877.0		2405.0	
walk	2585.0	6.02	1.5451	591.0	1795.0	1776.0	212.0
will	2586.0	6.02	1.3013	49.0	49.0	29.0	50.0
windows	2587.0	6.02	1.3923	1074.0	2280.0	2416.0	1816.0
wondering	2588.0	6.02	1.3476	852.0			1236.0
writes	2589.0	6.02	1.3775		2868.0	1446.0	
xoxo	2590.0	6.02	1.7082	1871.0			
rains	2591.0	6.01	1.8722				2663.0
1990's	2592.0	6.0	1.5779				
act	2593.0	6.0	1.2936	1119.0	292.0	905.0	671.0
adapted	2594.0	6.0	1.4142		3561.0		
alliance	2595.0	6.0	1.6537		3227.0	2465.0	
allow	2596.0	6.0	1.4708	2622.0	1157.0	1085.0	3135.0
applicable	2597.0	6.0	1.0302		3829.0		
archives	2598.0	6.0	1.4425		4712.0		
attend	2599.0	6.0	0.9689	3178.0	3180.0	2667.0	
attending	2600.0	6.0	1.1066	4246.0		4225.0	
automatic	2601.0	6.0	1.4732		4641.0		2993.0
automatically	2602.0	6.0	1.5584		4966.0		
avatar	2603.0	6.0	1.6288	1193.0			
beans	2604.0	6.0	1.6537	3168.0			4537.0
beliefs	2605.0	6.0	1.5138		3068.0		
bien	2606.0	6.0	1.4428	3059.0			1239.0
biggest	2607.0	6.0	1.3248	1225.0		1583.0	2480.0
brew	2608.0	6.0	1.633				4408.0
brook	2609.0	6.0	1.6413			3539.0	
cambridge	2610.0	6.0	1.4846		1547.0	2226.0	
concentrations	2611.0	6.0	1.2882		3837.0		
conscience	2612.0	6.0	1.3401		3350.0		2590.0
continent	2613.0	6.0	1.2289		3914.0		
crimson	2614.0	6.0	1.5138				4237.0
eighteenth	2615.0	6.0	1.4142		3360.0		
exactly	2616.0	6.0	1.7143	1157.0	1574.0	2352.0	1611.0
extend	2617.0	6.0	0.9035		3071.0	939.0	
favor	2618.0	6.0	2.0603	619.0	2425.0	2179.0	2533.0
finale	2619.0	6.0	1.6162	4007.0			
find	2620.0	6.0	1.5779	214.0	240.0	419.0	129.0
fireplace	2621.0	6.0	1.8844			3681.0	
fixing	2622.0	6.0	1.069	4458.0			
glance	2623.0	6.0	1.178		4368.0		3106.0
global	2624.0	6.0	1.4846	1495.0	2191.0	1560.0	
ha	2625.0	6.0	1.5649	411.0	3781.0		434.0
hands	2626.0	6.0	1.4846	977.0	510.0	1542.0	265.0
heating	2627.0	6.0	1.5779		4451.0		
indeed	2628.0	6.0	1.1952	1714.0	469.0	1360.0	2896.0
integral	2629.0	6.0	1.3093		4699.0		
itunes	2630.0	6.0	1.8952	1145.0			
japan	2631.0	6.0	1.3093	2433.0	1481.0	982.0	4945.0
jenny	2632.0	6.0	1.6811				4351.0
king's	2633.0	6.0	1.8626		2652.0		
lawn	2634.0	6.0	1.2289	3868.0		4398.0	4020.0
lighting	2635.0	6.0	1.4428	4756.0		2353.0	
likewise	2636.0	6.0	1.2454		2816.0		
lmfao	2637.0	6.0	2.1285	1001.0			
make	2638.0	6.0	0.9897	86.0	127.0	127.0	61.0
meaning	2639.0	6.0	1.0498	2640.0	747.0	2844.0	1462.0
mega	2640.0	6.0	1.6413	3985.0			
metals	2641.0	6.0	1.354		4125.0		
mucho	2642.0	6.0	1.2617	3828.0			3016.0
nations	2643.0	6.0	1.5518		1011.0	681.0	4204.0
network	2644.0	6.0	1.2778	991.0	1536.0	1136.0	
olive	2645.0	6.0	1.1429	4172.0			
opened	2646.0	6.0	1.2289	2462.0	1299.0	1312.0	1632.0
oregon	2647.0	6.0	1.178	4520.0		4439.0	
owns	2648.0	6.0	1.2936			2063.0	
participants	2649.0	6.0	1.0302		3415.0	3847.0	
pilot	2650.0	6.0	1.069	3948.0	4983.0	3377.0	
principle	2651.0	6.0	1.4846		818.0	3855.0	
religion	2652.0	6.0	1.8295	3865.0	773.0	3056.0	2360.0
result	2653.0	6.0	1.1606	2961.0	360.0	888.0	
service	2654.0	6.0	1.1606	710.0	354.0	150.0	3671.0
sights	2655.0	6.0	1.4983				3502.0
sites	2656.0	6.0	1.1606	1782.0	2198.0	1885.0	
sponsor	2657.0	6.0	1.4142			4896.0	
started	2658.0	6.0	1.069	560.0	1057.0	947.0	572.0
stereo	2659.0	6.0	1.2936				3145.0
stores	2660.0	6.0	0.9689	2630.0	3589.0	999.0	
successor	2661.0	6.0	1.4428			4616.0	
survive	2662.0	6.0	1.7957	3209.0	4197.0	2973.0	977.0
surviving	2663.0	6.0	1.7496			2199.0	
today's	2664.0	6.0	0.9897				
tuned	2665.0	6.0	0.9689	3629.0			
virgin	2666.0	6.0	1.5779	2189.0			3250.0
vista	2667.0	6.0	1.3851	3577.0			
walked	2668.0	6.0	0.9897	1825.0	1945.0	2684.0	716.0
2-car	2669.0	5.98	1.4213				
action	2670.0	5.98	1.4213	1264.0	326.0	757.0	1566.0
afternoon	2671.0	5.98	1.237	831.0	2376.0	1645.0	2138.0
anytime	2672.0	5.98	1.2534	3042.0			1718.0
attempting	2673.0	5.98	0.9998		4560.0		
audience	2674.0	5.98	1.4356	3911.0	2071.0	1332.0	
august	2675.0	5.98	1.4356	4031.0	1081.0	543.0	
author	2676.0	5.98	1.3923	3084.0	904.0	362.0	
awww	2677.0	5.98	1.7784	1268.0			
bbc	2678.0	5.98	1.2534	1381.0			
began	2679.0	5.98	0.9581		452.0	550.0	1531.0
biography	2680.0	5.98	1.4497			3013.0	
broadcast	2681.0	5.98	1.2856	4704.0		2317.0	
canada	2682.0	5.98	1.5318	1176.0	1758.0	1720.0	
communities	2683.0	5.98	1.3169		1935.0	2600.0	
contributor	2684.0	5.98	1.3476			1626.0	
creatures	2685.0	5.98	1.3775		4230.0		3733.0
declaration	2686.0	5.98	1.2204		3111.0		
dell	2687.0	5.98	1.4068	3776.0			
dialogue	2688.0	5.98	1.237		4045.0	4160.0	
drum	2689.0	5.98	1.3775				1881.0
ebook	2690.0	5.98	1.4356	4192.0			
egg	2691.0	5.98	1.4356	1688.0	4556.0		
explained	2692.0	5.98	1.3169		1571.0	2818.0	
fabric	2693.0	5.98	1.0971	4616.0			
father-in-law	2694.0	5.98	1.8125				
feature	2695.0	5.98	1.1692	2398.0	1985.0	2770.0	
ferry	2696.0	5.98	1.2856			3530.0	
fingertips	2697.0	5.98	1.1337				4648.0
flash	2698.0	5.98	1.0398	1770.0			1918.0
flights	2699.0	5.98	1.8897	4414.0		3352.0	
folk	2700.0	5.98	1.4356	3899.0	3833.0	3793.0	4027.0
gathered	2701.0	5.98	1.3169		3032.0	4441.0	3924.0
grammys	2702.0	5.98	1.4497	4637.0			
heh	2703.0	5.98	1.2696	2673.0			3553.0
hill	2704.0	5.98	1.3923	1547.0	1287.0	883.0	1114.0
http	2705.0	5.98	1.2534		4268.0		
identity	2706.0	5.98	1.1156	3437.0	1569.0	3481.0	
informal	2707.0	5.98	1.4497		4977.0		
ireland	2708.0	5.98	1.3626	4067.0	2192.0	3074.0	
java	2709.0	5.98	1.5583	4683.0			
july	2710.0	5.98	1.6962	4224.0	890.0	248.0	3741.0
keys	2711.0	5.98	1.2036	2120.0			1577.0
lego	2712.0	5.98	1.2696	4949.0			
lessons	2713.0	5.98	1.3775	2860.0	4002.0	3955.0	3364.0
looks	2714.0	5.98	1.3775	299.0	2053.0	1728.0	650.0
macbook	2715.0	5.98	1.5185	1922.0			
mcdonalds	2716.0	5.98	2.3342	3831.0			
meets	2717.0	5.98	1.0971	3882.0		3296.0	3125.0
messages	2718.0	5.98	0.9366	2447.0	4203.0	3880.0	
national	2719.0	5.98	1.1516	1113.0	257.0	135.0	
netherlands	2720.0	5.98	1.3323		4950.0	4722.0	
nintendo	2721.0	5.98	1.7319	3817.0			
normal	2722.0	5.98	1.0784	1467.0	655.0	2435.0	3062.0
nyc	2723.0	5.98	1.5842	1249.0		922.0	
organization	2724.0	5.98	1.1337		710.0	758.0	
originally	2725.0	5.98	1.1337		2364.0	3164.0	
ours	2726.0	5.98	1.4356	4724.0			2400.0
ourselves	2727.0	5.98	1.3323	3933.0	1736.0	3617.0	1580.0
pairs	2728.0	5.98	1.1692		4500.0		
pic	2729.0	5.98	1.1692	629.0			
planned	2730.0	5.98	1.2696	2713.0	2870.0	1022.0	2298.0
pop	2731.0	5.98	1.237	1245.0		1386.0	712.0
prose	2732.0	5.98	1.505		4610.0		
recordings	2733.0	5.98	1.237			3342.0	
represented	2734.0	5.98	1.1692		1274.0	1922.0	
robin	2735.0	5.98	1.2204	3542.0		2653.0	3929.0
schools	2736.0	5.98	1.4356	2593.0	742.0	680.0	
singapore	2737.0	5.98	1.7899	4672.0			
sounds	2738.0	5.98	1.2036	398.0	2664.0	2774.0	1005.0
specialized	2739.0	5.98	1.3323		4964.0		
store	2740.0	5.98	0.9792	654.0	2151.0	1145.0	1350.0
sweater	2741.0	5.98	1.4776	4275.0			
tonight's	2742.0	5.98	1.4068				
train	2743.0	5.98	1.4913	950.0	2033.0	1751.0	635.0
triple	2744.0	5.98	1.1337	4713.0			3307.0
wing	2745.0	5.98	1.1516	4892.0	3399.0	3603.0	3047.0
faire	2746.0	5.98	1.5068				3849.0
lasts	2747.0	5.98	1.7617				3181.0
nana	2748.0	5.98	1.7617				3914.0
precisely	2749.0	5.98	1.2827		2518.0		
probable	2750.0	5.98	1.3306		3001.0		
refer	2751.0	5.98	1.1085		2257.0		
spoon	2752.0	5.98	1.5477				4277.0
similarly	2753.0	5.98	1.0816		2136.0		
glimpse	2754.0	5.98	1.1701				4445.0
souls	2755.0	5.98	1.713		3582.0		1144.0
above	2756.0	5.96	0.9026	2102.0	256.0	941.0	493.0
academic	2757.0	5.96	1.5644		2112.0	2893.0	
allowed	2758.0	5.96	1.7375	2340.0	974.0	1162.0	3618.0
assistance	2759.0	5.96	1.428		1703.0	2656.0	
authorized	2760.0	5.96	1.5513		4748.0		
bacon	2761.0	5.96	2.0698	2006.0			
bay	2762.0	5.96	1.4978	1686.0	2241.0	1272.0	2066.0
bf	2763.0	5.96	1.6283	2765.0			
body	2764.0	5.96	1.0294	450.0	262.0	1207.0	323.0
collected	2765.0	5.96	1.1599		2187.0	4314.0	
convinced	2766.0	5.96	0.9681	4487.0	3015.0	3821.0	4516.0
destined	2767.0	5.96	1.4563				4548.0
discuss	2768.0	5.96	1.2282	3307.0	2321.0	2047.0	
driven	2769.0	5.96	1.2771		2396.0	3904.0	3305.0
everyone's	2770.0	5.96	1.261				
everything	2771.0	5.96	1.293	386.0	803.0	964.0	161.0
fav	2772.0	5.96	1.9479	1431.0			
features	2773.0	5.96	1.2115	2887.0	1149.0	2733.0	
flickr	2774.0	5.96	1.1945	3524.0			
french	2775.0	5.96	1.5381	1348.0	460.0	826.0	3099.0
gig	2776.0	5.96	1.3991	2700.0			
gracias	2777.0	5.96	1.5381	4196.0			
gym	2778.0	5.96	1.5113	942.0			
head	2779.0	5.96	1.0683	330.0	300.0	568.0	158.0
heels	2780.0	5.96	1.1241	3450.0			2624.0
hundreds	2781.0	5.96	1.6655	3777.0	3366.0	1783.0	
including	2782.0	5.96	0.9026	2028.0	506.0	282.0	
islanders	2783.0	5.96	1.293			4654.0	
jeep	2784.0	5.96	1.7375				4418.0
job	2785.0	5.96	1.7257	339.0	912.0	522.0	922.0
largely	2786.0	5.96	1.0294		1476.0	2039.0	
made	2787.0	5.96	1.0683	193.0	87.0	100.0	176.0
mambo	2788.0	5.96	1.7257				3711.0
match	2789.0	5.96	0.9889	1665.0	3540.0	1673.0	2203.0
memoir	2790.0	5.96	1.2447			3737.0	
mighty	2791.0	5.96	1.3087	2710.0	4242.0		1312.0
mmmmm	2792.0	5.96	1.8622	4608.0			
net	2793.0	5.96	1.0294	1763.0	1700.0	477.0	2824.0
netflix	2794.0	5.96	1.8731	4070.0			
players	2795.0	5.96	1.6157	2217.0	4284.0	743.0	3204.0
potentially	2796.0	5.96	1.5113			4783.0	
presently	2797.0	5.96	1.261		4327.0		
proof	2798.0	5.96	1.0683	2962.0	1973.0	4903.0	2069.0
reaches	2799.0	5.96	1.3696		4344.0		
reflecting	2800.0	5.96	1.2282			4661.0	
related	2801.0	5.96	1.261	2468.0	670.0	1084.0	
releases	2802.0	5.96	1.4702	4140.0			
reveal	2803.0	5.96	1.3547		3515.0		3015.0
reveals	2804.0	5.96	1.4702		4204.0		
rocks	2805.0	5.96	1.4841	1730.0	2637.0		1259.0
roommate	2806.0	5.96	1.5513	4976.0			
season	2807.0	5.96	1.1421	544.0	2102.0	360.0	1975.0
selection	2808.0	5.96	1.293	4627.0	1764.0	3054.0	
ship	2809.0	5.96	1.2282	1807.0	1436.0	3096.0	1489.0
ships	2810.0	5.96	1.0093		2004.0	4621.0	3453.0
similar	2811.0	5.96	1.0872	2920.0	440.0	1077.0	
space	2812.0	5.96	1.0093	571.0	614.0	724.0	740.0
stadium	2813.0	5.96	1.5774	4613.0		2187.0	
starts	2814.0	5.96	1.1945	1061.0	4745.0	2341.0	959.0
taught	2815.0	5.96	1.4563	3674.0	1831.0	2286.0	1281.0
world's	2816.0	5.96	1.3395		4005.0		
writer	2817.0	5.96	1.5381	1859.0	1721.0	232.0	
yep	2818.0	5.96	1.6655	1351.0			4462.0
justify	2819.0	5.96	1.3379		4334.0		3844.0
pupil	2820.0	5.96	1.3838		4447.0		
spreading	2821.0	5.96	1.3064				3956.0
wales	2822.0	5.96	1.4994		4131.0		
whoo	2823.0	5.96	1.6951				2463.0
deeds	2824.0	5.96	1.3202		4991.0		4797.0
exhibit	2825.0	5.96	1.2541		3770.0		
fiddle	2826.0	5.96	1.7254				4801.0
exceed	2827.0	5.96	1.5174		4839.0		
3d	2828.0	5.94	1.6088				
alternative	2829.0	5.94	1.3911	3603.0	1714.0	2322.0	
approach	2830.0	5.94	1.1678	4478.0	622.0	1451.0	4601.0
awe	2831.0	5.94	2.0938	4655.0			
ballet	2832.0	5.94	1.5832			1725.0	
begins	2833.0	5.94	1.1502	2330.0	2091.0	1831.0	1513.0
building	2834.0	5.94	1.1141	650.0	640.0	433.0	1793.0
business	2835.0	5.94	1.4626	416.0	339.0	97.0	1134.0
carpet	2836.0	5.94	1.1502	2891.0			3921.0
chick	2837.0	5.94	1.6464	1593.0			1444.0
choose	2838.0	5.94	1.1851	1522.0	1900.0	2418.0	868.0
consent	2839.0	5.94	1.2191		2862.0		
continental	2840.0	5.94	1.1141		4689.0	4181.0	
correspondence	2841.0	5.94	1.3157		3136.0		
custom	2842.0	5.94	0.9127	1696.0	2808.0		
decided	2843.0	5.94	1.3911	1089.0	1162.0	1100.0	2565.0
diary	2844.0	5.94	1.1502		4940.0	2518.0	
echo	2845.0	5.94	1.2357				2374.0
elevation	2846.0	5.94	1.5174		4795.0		
european	2847.0	5.94	1.1678	4005.0	841.0	868.0	
exports	2848.0	5.94	1.2191		3718.0	3882.0	
finds	2849.0	5.94	1.2521	2627.0	2426.0	3254.0	2958.0
forum	2850.0	5.94	1.2521	2496.0		3099.0	
framework	2851.0	5.94	1.0577		2509.0		
frank	2852.0	5.94	1.3001	3134.0	2511.0	655.0	3972.0
gather	2853.0	5.94	1.0768				2098.0
germany	2854.0	5.94	1.5703	3361.0	1076.0	1098.0	
image	2855.0	5.94	1.6587	2108.0	995.0	1723.0	2366.0
impression	2856.0	5.94	1.0768		2360.0	4505.0	
include	2857.0	5.94	1.2022	3228.0	750.0	443.0	
inherent	2858.0	5.94	1.3763		4249.0		
intention	2859.0	5.94	1.2843		2546.0		
investor	2860.0	5.94	1.3001			3470.0	
jet	2861.0	5.94	1.634	2928.0		4193.0	2776.0
joyce	2862.0	5.94	1.5174			2650.0	
kings	2863.0	5.94	1.5308	2960.0	2949.0	3735.0	1820.0
knew	2864.0	5.94	1.3001	745.0	512.0	844.0	289.0
larger	2865.0	5.94	1.5308		897.0	1740.0	
letter	2866.0	5.94	1.0956	1198.0	519.0	984.0	1194.0
listen	2867.0	5.94	1.4344	539.0	2833.0	3893.0	361.0
looking	2868.0	5.94	0.9775	215.0	777.0	772.0	294.0
mba	2869.0	5.94	1.834			2498.0	
member	2870.0	5.94	1.1141	2164.0	797.0	269.0	
men	2871.0	5.94	1.3911	608.0	131.0	496.0	521.0
movement	2872.0	5.94	0.9348	3350.0	555.0	1428.0	3889.0
nation's	2873.0	5.94	1.544				
obama	2874.0	5.94	2.161	488.0			
ok	2875.0	5.94	1.731	221.0			750.0
oooh	2876.0	5.94	1.7192	2857.0			906.0
option	2877.0	5.94	1.3911	1473.0	3429.0	2526.0	
phoenix	2878.0	5.94	1.6088	3284.0		3158.0	
player	2879.0	5.94	1.6214	1505.0	4963.0	1062.0	2041.0
portfolio	2880.0	5.94	1.4344			4653.0	
preparations	2881.0	5.94	1.4057		4525.0		
presidential	2882.0	5.94	1.5174		4939.0	1261.0	
prom	2883.0	5.94	1.3763	4876.0			
proper	2884.0	5.94	1.3911	2979.0	932.0	3883.0	3696.0
pulse	2885.0	5.94	1.3311		4070.0	3699.0	4579.0
reality	2886.0	5.94	1.6464	1619.0	1095.0	2223.0	1072.0
regularly	2887.0	5.94	0.8668		3811.0	4075.0	
reservations	2888.0	5.94	1.4626			3186.0	
salmon	2889.0	5.94	1.7072			4856.0	
scene	2890.0	5.94	1.3311	1609.0	1364.0	1315.0	934.0
societies	2891.0	5.94	1.3614		2283.0		
submitted	2892.0	5.94	1.3001		3822.0		
substantial	2893.0	5.94	1.0956		2418.0	3214.0	
swift	2894.0	5.94	1.2683	1100.0			3828.0
technique	2895.0	5.94	0.9982		1830.0	4721.0	
thnx	2896.0	5.94	1.6088				
thx	2897.0	5.94	1.5174	1320.0			
tide	2898.0	5.94	1.2357		4789.0		1787.0
trends	2899.0	5.94	1.2843	4336.0	3807.0	3607.0	
visual	2900.0	5.94	1.6832		2301.0	4379.0	
wallet	2901.0	5.94	1.0577	4862.0			
wear	2902.0	5.94	1.3911	846.0	3010.0	2717.0	773.0
formation	2903.0	5.94	1.2521		1205.0		
cloth	2904.0	5.94	1.1256		3005.0		
delicate	2905.0	5.94	1.5331		4111.0		
echoes	2906.0	5.94	1.3135				3083.0
geography	2907.0	5.94	1.4202		4920.0		
processing	2908.0	5.94	1.4055		2362.0		
swinging	2909.0	5.94	1.4055				3244.0
1970's	2910.0	5.92	1.6517				
aides	2911.0	5.92	1.3827			2670.0	
bank	2912.0	5.92	1.6268	1186.0	814.0	379.0	1818.0
banks	2913.0	5.92	1.2428	3085.0	1752.0	1138.0	3155.0
beer	2914.0	5.92	2.3891	839.0	4924.0	3960.0	1413.0
boobs	2915.0	5.92	2.1366	4617.0			
capital	2916.0	5.92	1.2428	3384.0	641.0	799.0	
chapters	2917.0	5.92	1.1753		2574.0		
chicks	2918.0	5.92	1.8499	3044.0			1845.0
chiefs	2919.0	5.92	1.3974		4752.0		
christianity	2920.0	5.92	2.2663		2554.0		
citizen	2921.0	5.92	1.3827		3541.0	4066.0	
collections	2922.0	5.92	1.6517		4784.0	4538.0	
conclude	2923.0	5.92	1.3827		3823.0		
constant	2924.0	5.92	1.14		997.0	4670.0	3194.0
covered	2925.0	5.92	1.0069	2337.0	1260.0	2314.0	1926.0
devices	2926.0	5.92	1.1753		2918.0	3720.0	
diagram	2927.0	5.92	1.2095		3490.0		
directors	2928.0	5.92	1.3827		3855.0	1203.0	
doubtless	2929.0	5.92	1.5365		4612.0		
equity	2930.0	5.92	1.6762		4205.0	2388.0	
fields	2931.0	5.92	1.2428		1448.0	2880.0	1757.0
florence	2932.0	5.92	1.8609			2652.0	
forecast	2933.0	5.92	1.122	3651.0			
get	2934.0	5.92	1.085	35.0	213.0	134.0	35.0
group	2935.0	5.92	1.2095	757.0	234.0	179.0	3079.0
guy	2936.0	5.92	1.3377	347.0	4495.0	1640.0	666.0
hah	2937.0	5.92	1.664	2566.0			2640.0
harvard	2938.0	5.92	1.7825		3438.0	1133.0	
historic	2939.0	5.92	1.5758		4584.0	2428.0	
i	2940.0	5.92	1.3377	2.0	18.0	35.0	2.0
laboratory	2941.0	5.92	1.7124		2390.0	3349.0	
linux	2942.0	5.92	1.5628	3870.0			
opens	2943.0	5.92	1.2752	2997.0		2872.0	4058.0
orlando	2944.0	5.92	1.4119	3093.0		4425.0	
pants	2945.0	5.92	1.14	1420.0			1650.0
patterns	2946.0	5.92	1.066		1555.0	4319.0	
private	2947.0	5.92	1.3529	1953.0	584.0	391.0	2331.0
publishing	2948.0	5.92	1.1753		3250.0	2434.0	
raining	2949.0	5.92	2.165	2007.0			2333.0
residential	2950.0	5.92	1.4405			3299.0	
retirement	2951.0	5.92	2.1174		4785.0	1376.0	
runnin	2952.0	5.92	1.4546				1486.0
salon	2953.0	5.92	1.3679				
sends	2954.0	5.92	0.9223	4855.0			4315.0
shorts	2955.0	5.92	1.2591	3599.0			
shown	2956.0	5.92	1.066		454.0	1152.0	2681.0
skinny	2957.0	5.92	1.5232	3032.0			3840.0
solid	2958.0	5.92	1.122	2651.0	1803.0	3511.0	2659.0
stoked	2959.0	5.92	1.7004	3907.0			
substantially	2960.0	5.92	1.3068		4969.0		
teen	2961.0	5.92	1.9361	2220.0			
theatrical	2962.0	5.92	1.2752			4979.0	
toyota	2963.0	5.92	1.4824	4359.0			
translated	2964.0	5.92	1.085		2937.0	4565.0	
tribe	2965.0	5.92	1.3679		4175.0		
umbrella	2966.0	5.92	1.2911	4219.0			
vienna	2967.0	5.92	1.771			4760.0	
views	2968.0	5.92	1.0069	3476.0	1354.0	2061.0	
viva	2969.0	5.92	1.7124				4109.0
washed	2970.0	5.92	1.5497	4729.0			2279.0
wholly	2971.0	5.92	1.14		2827.0		
alternatives	2972.0	5.92	1.4696		4929.0		
applies	2973.0	5.92	1.336		3899.0		
generated	2974.0	5.92	1.2884		3165.0		
